# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 860 60 17016 1314
p 2 0 844 76 16970 1290
p 2 0 868 52 17265 1315
p 2 145 775 0 26793 2511
p 2 149 771 0 27754 2588
p 2 164 756 0 26516 2611
p 2 163 757 0 26266 2658
p 2 164 756 0 24919 2628
p 2 158 762 0 24817 2675
p 2 174 746 0 23363 2676
p 2 168 752 0 23349 2705
p 2 188 732 0 21447 2726
p 2 190 730 0 21097 2784
p 2 211 709 0 19717 2820
p 2 209 711 0 19012 2887
p 2 232 688 0 17937 2910
p 2 220 700 0 16651 2963
p 2 251 669 0 15629 3061
p 2 262 658 0 13771 3083
p 2 357 563 0 11341 3116
p 2 388 532 0 8242 3030
p 2 790 130 0 4722 3080
p 2 0 180 740 442 362
p 2 0 145 775 322 302
p 2 0 75 845 259 248
p 2 0 167 753 323 308
p 2 0 44 876 236 231
p 2 0 92 828 266 263
p 2 697 216 7 8638 3122
p 2 438 482 0 15810 3292
p 2 286 634 0 21810 3286
p 2 102 818 0 24396 2847
p 2 107 813 0 28025 2891
p 2 49 871 0 28983 2666
p 2 41 878 1 30604 2581
p 2 37 883 0 32793 2565
p 2 23 897 0 33756 2409
p 2 17 903 0 35256 2310
p 2 17 903 0 37238 2275
p 2 12 908 0 37345 2214
p 2 11 909 0 40917 2143
p 2 10 910 0 41533 2148
p 2 10 910 0 42375 2096
p 2 0 914 6 20643 1511
p 2 0 909 11 22650 1540
p 2 0 901 19 22380 1500
p 2 0 895 25 26040 1514
